No,reviewId,Ulasan,Rating,Tanggal,Label Tipe,Aspek/Modul,Alasan_Singkat (opsional),Ambigu? (Y/N),Untuk_Sampel_Kappa? (Y/N),Nama Aplikasi
13618,3eb5fe70-d7b8-4467-8c1f-d02e0c6534bb,"Sekarang mau minta rujukan ke RS Sumber Hurip jadinya ngga bisa karna faskes pertana di puskesmas mandirancan jadinya harus ke RS yang ada dikuningan, katanya rujukannya ngga ngelink ke RS Sumber Hurip. Padahal mandirancan lebih dekat ke daerah sumber, jauh banget jadinya kalo harus ke RS daerah kuningan ya Allah gimana sii, emang mandirancan masih daerah kuningan, tapi kita ada di ujung kuningan bgt, jadi kalo harus ke kuningan jauh bgt. Tolong di link lagi rujukannya ke sumber hurip biar dkt",1,2026-03-16 14:16:39,Feature Request,Layanan Inti,,,Y,Mobile JKN
4683,5525a92d-c3e1-450e-a6ec-0037b373f257,"kenapa ga masuk"" ya kode otp nya? mohon diperbaiki karena saya perlu memakai aplikasi ini,tetapi daftar tidak bisa""",3,2026-06-12 18:56:50,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
10925,426f9070-8ca4-4080-80c6-6c72f7d12231,"kenapa aplikasinya ga bisa dibuka, tiap klik logout sendiri padahal ga pernah diotak atik, udh coba apus aplikasi trus download lagi masih ga bisa juga. padahal skarang berobat smua harus daftar lewat aplikasi dulu!",2,2026-04-17 17:36:48,Bug Report,Peforma Umum,,,N,Mobile JKN
12295,13ac038e-d4a6-4486-8a19-4e3479294802,sekarang lebih baik,5,2026-04-04 12:42:53,Other,Other,,,N,Mobile JKN
8583,fb1e0474-e63f-4472-952f-502fb5e8fe8a,cepat dan mudah sangat membantu,5,2026-05-07 17:11:45,Other,Other,,,N,Mobile JKN
5698,00ecc290-ca87-45b6-9152-6adb1523fd11,nyusahin aja,1,2026-06-02 15:37:22,Other,Other,,,N,Mobile JKN
9306,355f4d53-dd59-4b2e-b388-6463f5a07fa5,"kenapa si masalah kesehatan aja di persulit , knp hrus lewat aplikasi segala macem, kesehatan nyangkutin mslh nyawa(urgent), orng tua yg biasanya ke RS sndiri jadi gabisa karna ga ngerti pake hp, mana apknya burik lagi ga masuk masuk otp SMS nya, yg masuk cuma otp email, tolong dong jangan semuanya di persulit, mending normal lagi aja kaya dulu, ga semuanya hrus lewat apk, ga semua warga punya hp, ga semua warga ngerti hp, anak muda aja bnyk yg kesulitan dan keberatan, apalagi lansia?",1,2026-05-02 13:53:39,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
100,49f6e961-b8a2-482a-8c50-47fb12e19c72,Terbantu,5,2026-07-29 20:07:44,Other,Other,,,N,Mobile JKN
12754,7ac314b3-3e26-40ca-a0c7-dc7385598007,monyet apk bikin ribet asu berobat aja bikin susah daftar susah Otp susah masuk anj,1,2026-03-31 17:03:40,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
9940,56e85fb2-6096-40cc-afc5-a5e6b1ff183a,"gabisa verifikasi wajah, dikira gua setan kali ya",1,2026-04-27 13:53:53,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
4973,902575c7-0cdb-4a74-adbc-c4a50383c360,bgusssss,5,2026-06-09 22:14:03,Other,Other,,,N,Mobile JKN
13240,1eced24f-29bf-4ebf-8f4c-b84539b70e7e,mudah diakses dan memudah kan user untuk berobat,5,2026-03-25 13:42:11,Other,Other,,,N,Mobile JKN
13476,c0c71ba5-0423-4bf3-815d-f2401131bf30,"mudah, cepat, infonya",5,2026-03-20 12:40:42,Other,Other,,,N,Mobile JKN
5609,85f75a94-3d5d-4a6e-9db6-3530ffdb32d9,"kenapa ngambil antrian dari beberapa hari lalu gak bisa2 padahal sudah ada nomor rujukan , tapi selalu dokter belum tersedia ..",3,2026-06-03 09:38:24,Bug Report,Layanan Inti,,,N,Mobile JKN
7536,6f9651ed-2627-414e-8a9a-f6b4cd4f2c3a,kok saya mau daftar error' terus ya kak:(((,1,2026-05-15 11:26:43,Bug Report,Login/OTP/Verifikasi,,,Y,Mobile JKN
456,13ceb964-6f53-48e9-9de7-5dd610a26c13,"OTP SMS mana belum dikirim, udah setahun masih juga belum dikirim",1,2026-07-27 02:17:21,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
8510,6c481439-d052-4f0f-8f46-3325a4367ba0,update malah gak bisa masuk,1,2026-05-08 07:48:40,Bug Report,Login/OTP/Verifikasi,,,Y,Mobile JKN
8427,bc07fe6d-51db-4641-9349-80e967c07fa4,pelayanan semua bagus baik tempat rapi bersih,5,2026-05-08 13:21:45,Other,Other,,,Y,Mobile JKN
7795,f61ee22f-9352-4ede-bd65-55fabcf401a1,"coba daftar lewat aplikasi sehari sebelumnya tapi ga bisa2 masa jawabannya jadwal dokter belum tersedia ,padahal disitu ada pilihan jamnya tapi pas diklik pilihan jamnya ko malahan jadwal dokter tidak tersedia,dicoba dari pagi sampe sore masih sama aja..ga membantu memudahkan jadi ujung2nya harus daftar lama dirsnya",3,2026-05-13 10:22:55,Bug Report,Layanan Inti,,,Y,Mobile JKN
8662,cee959eb-ea37-4c9c-ad67-88e9fe4d853d,"Verifikasi wajah dihilangkan saja sulit banget sampe 20x gagal, mending pake pin/Password aja, mau antri mewajibkan isi Web skrining tapi sering berulang seperti ada cache tidak dihapus sangat menggangu flow",1,2026-05-07 06:57:38,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
8294,5a94c647-e164-4e47-b7c1-eb05eab3cecc,"Gak jelass bngt, Udah berulang kali Minta kode OTP tapi gak di kirim sama sekali",1,2026-05-09 13:52:20,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
13378,b3396373-ad02-4328-a881-db2384e06af5,mudah di gunakan dan membantu saya dalam mencari faslitas kesehatan,5,2026-03-23 18:22:21,Other,Layanan Inti,,,N,Mobile JKN
2020,76f48d95-9a84-4c21-89b1-8ee65a6e6322,"pas verifikasi wajah gagal mulu, kode otp gd masuk masuk",1,2026-07-08 20:22:01,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
9941,71896709-f2dd-473e-80bf-dd1272ca65f6,alhamdulillah buat kis mudah dengan aplikasi ini.. emang harusnya nomer kita ada pulsa nya dulu ya minimal 1000.. tapi sayangnya sering keluar sendiri akun nya dan harus masuk lagi pake,5,2026-04-27 13:21:59,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
3528,44a159f7-9299-426f-8173-955f6a988ffb,"setiap saya mau verifikasi menggunakan wajah selalu saja gagal,padahal sudah tidak pakai kacamata dan pencahayaan juga cukup",1,2026-06-25 21:26:05,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
11404,6d0b4877-b65a-40b8-ac3a-5c4f1bc56289,Terbaik semoga adanya JKN dipermudahkan segalanya,5,2026-04-13 14:57:43,Other,Other,,,N,Mobile JKN
3289,85539da4-73d9-42b4-aabb-ed0a3849a60d,tolong login sudah 4 nik berbeda bisa di buka lagi,5,2026-06-28 16:05:23,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
7478,b93634a1-b1da-4462-9b52-f62298b6e475,butut,1,2026-05-15 20:28:44,Other,Other,,,N,Mobile JKN
7014,3094d55a-a94a-46a7-bccb-081ddf6b5c1d,ngga bisa masuk padahal udah terdaftar...,3,2026-05-19 11:36:26,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
13494,cd9e6ae1-14bc-4c89-aab6-3f81fe5f416c,"harus login terus setiap mau buka aplikasinya. caphca jadul. Jadwal tidak sesuai dengan RSUD, hari ini rumah sakit libur tapi di jadwal bisa ambil antrian pelayanan, jadi kukira rumah sakitnya buka.",1,2026-03-19 19:51:22,Bug Report,Layanan Inti,,,N,Mobile JKN
10006,76a9a5d2-c6ae-4ef6-bbcd-db32019c87b6,mohon d tingkatkan trus...,5,2026-04-26 22:15:01,Other,Other,,,N,Mobile JKN
11066,07a60eea-f67f-4f90-a6fe-488423921078,jos banget,5,2026-04-16 12:02:54,Other,Other,,,N,Mobile JKN
9305,f6d61f38-23bd-4d0d-9719-a362fa5f9ac4,semakin memudahkan,5,2026-05-02 14:30:12,Other,Other,,,N,Mobile JKN
3520,334cccb9-ccf1-44d8-9403-c864b3af9053,"apk apaan ini mempersulit aja. kode otp ngga masuk padahal pulsa kepotong, setiap kali kirim ulang kode OTP pulsa selalu terpotong dan tdk dikit yang kepotong. itu oulsa di beli lo bukan gratis dari konter susah banget ini aplkkasi. aplikasi bobrok. tolong di benahin terutama untuk kode OTPnya.",1,2026-06-25 22:28:17,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
5728,959fad7d-6ec2-466c-83ac-e47ce2d5c5d0,"Padahal selalu bayar iuran penuh, tapi sistem aplikasinya tidak USER EASIER/ repot",2,2026-06-02 11:40:20,Feature Request,Other,,,N,Mobile JKN
10046,a08cff7e-7732-4ba0-ab15-9030df7be8bd,bagus .semoga di perbarui sistem nya suka eror pas perivikasi wajah,5,2026-04-26 13:07:32,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
10172,e45bb9bd-cc9b-4502-9291-ae79d3e79c4a,smga bisa lancar,5,2026-04-24 22:37:48,Other,Other,,,N,Mobile JKN
1011,b301f14e-8fdf-4190-8033-57e10424dde3,memudahkan masyarakat,5,2026-07-20 18:57:08,Other,Other,,,N,Mobile JKN
8749,532b0698-4aa3-488a-8893-eb41a0bf7af5,hapus aja apk min ribet banget,1,2026-05-06 14:45:23,Other,Other,,,N,Mobile JKN
14221,e91471ad-fb8a-4501-930f-2c7a9dcbf782,top markoto,5,2026-03-08 10:31:52,Other,Other,,,N,Mobile JKN
12656,d98ba171-7138-461b-97a9-f51969c59571,"gabisa login kenapa anjirr, 3 hari gabisa dipake",1,2026-04-01 08:14:46,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
7800,c5110437-a4de-4c9d-b7a3-319f7eb0a3ca,ini aplikasi apaan sih masa masukin no hp notif sms nya gak ada udh di ulang ulang seharian masih aja gak bisa mana perlu buat jadwal kontrol.....klo bikin aplikasi tuh harus nya permudah jgn bikin sulit,1,2026-05-13 10:02:36,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
6085,f6e05e85-80a2-4d3f-a31c-abf8804f0b3f,aplikasi sering error jadwal dokter di apk gak jelas sering log out sendiri penyimpanan data nya jelek,1,2026-05-29 13:38:21,Bug Report,Layanan Inti,,,Y,Mobile JKN
11676,a9bc82fa-2345-43aa-8234-0683688aac9e,"kenapa,mau masuk tidak bisa",1,2026-04-10 15:46:21,Bug Report,Login/OTP/Verifikasi,,,Y,Mobile JKN
9802,3571ef44-4c61-4560-9337-78f8651c42c4,good services,5,2026-04-28 14:06:31,Other,Other,,,N,Mobile JKN
9030,a6753257-dc04-4bbd-8ff0-e7a71b7e2f05,mabmntap,5,2026-05-04 19:41:57,Other,Other,,,N,Mobile JKN
291,f4525ced-ff6b-485a-b29d-cc80db3a31f9,"verifikasi lewat sms nya gk ada mulu, daripagi nyoba sampe siang gk ada muncul verifikasi lewat sms",1,2026-07-28 11:45:24,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
13168,82a4d382-0631-44c4-a1ba-f333391eb523,"WOI APLIKASINYA JELEK KALIII GAK BISA LAH AKU DAFTAR AKUN BARU, CEM MANA SIH PENGEMBANG NI, GAK BISA APA BIKIN APLIKASI BAGUS, COBA HIRE ANAK ITB SURUH BENERIN SISTEM",1,2026-03-27 08:14:10,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
2456,7fd22008-e47a-4a7e-9021-0930dd0c9868,lambat kirim kode otp,1,2026-07-04 23:55:47,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
8048,c0b5d672-930f-43de-ae19-abe0c849e10a,mudah sekali layanan JKN ini.,5,2026-05-11 16:35:13,Other,Other,,,N,Mobile JKN
12846,4a362650-27f6-4e60-8fd5-783353f1c614,mobile JkN online sangat memudahkan bagi saya yang bekerja jdi tdk perlu datang ke kantor BPJS,5,2026-03-31 09:25:25,Other,Other,,,N,Mobile JKN
15147,ed4a2271-7198-4cf9-bc6c-493f69c4c529,Sangat mengesankan,5,2026-06-03 08:13:01,Other,Other,,,N,MyPertamina
17118,b2bd3d42-e9d1-47ec-8c05-7b523708d932,pembayaran jadi lebih mudah,5,2026-01-04 20:39:46,Other,Transaksi,,,Y,MyPertamina
18126,eb9623ec-459f-4279-b514-f8e4aa002d62,"sy cek di profil mypertamina kok data mobil kosong, kenapa ya? Mhn bantuan krn mau ambil QR nya, tq",3,2025-11-11 09:03:59,Bug Report,Update Data,,,N,MyPertamina
16354,66e637c1-33b6-45f1-8bbb-38d2563776fd,Ok let's go,5,2026-03-07 16:02:29,Other,Other,,,N,MyPertamina
18644,e235501c-96a9-43da-9635-ca63c620051e,"Kode otp tidak pernah terkirim,padahal nomor hp sudah pas",1,2025-10-08 23:43:43,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
16626,03e8e2ab-81c3-4ae6-9d4e-636255e2b0d2,verivikasi susah. apk bangke,1,2026-02-14 20:30:35,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
14317,2b1ee409-d692-4ca8-aa6a-e79e95cdddc4,kenapa ya punyaku dotolak saat pengisian di Pertamina,3,2026-08-07 15:30:08,Bug Report,Layanan Inti,,,N,MyPertamina
16686,941e7c0c-e8f3-44ea-8dc2-13d0740e3d49,mantap bosku 🔥,5,2026-02-10 23:31:36,Other,Other,,,N,MyPertamina
16313,000f0b75-d39c-47e8-9db1-77e234012957,"ga perlu lama antri,, tgl scan dan isi. mantaaappp",5,2026-03-10 09:23:43,Other,Layanan Inti,,,N,MyPertamina
17316,91e39094-2497-44c7-a932-8033659ed5ec,baik lancar aman untuk semua,4,2025-12-22 10:23:51,Other,Other,,,N,MyPertamina
14301,413d9a46-0268-4c24-b0eb-121f11a5984e,nyaman& aman,5,2026-08-07 21:27:31,Other,Other,,,N,MyPertamina
14937,99e9cc0f-f2c8-4dd4-9ee0-2329a4949563,"turunkan bbm non subsidi. di Balikpapan spbu untuk motor hanya 4 itupun dijam tertentu. kasian para ojol, kurir dan para pekerja informal lainnya",1,2026-06-18 19:39:36,Other,Other,,,N,MyPertamina
15293,74fc7cbc-7226-4c37-a1f3-7d261df620f7,sensitif terhadap sinyal,5,2026-05-18 03:12:18,Bug Report,Peforma Umum,,,Y,MyPertamina
16482,b010c1e6-1047-4203-b354-c7444dbd4b34,lebih aman dan mudah,5,2026-02-27 09:56:54,Other,Other,,,N,MyPertamina
15150,6a1377b8-10aa-4171-8fa9-680f04731885,bagus aja dah...😂,5,2026-06-03 02:59:06,Other,Other,,,N,MyPertamina
16788,eb64a8eb-0d46-4f24-aa44-90cd17e15b3e,Alhamdulillah sangat membantu....,5,2026-02-02 13:58:22,Other,Other,,,N,MyPertamina
18083,43c11355-f14a-4f73-a655-358658dad1e1,good and simple.,5,2025-11-14 06:57:04,Other,Other,,,N,MyPertamina
17407,e20e7fd7-55af-4af6-b4e1-888504970438,Pendaftaran metode pembayaran menggunakan kartu kredit BCA slalu tertolak,3,2025-12-18 18:06:34,Bug Report,Transaksi,,,N,MyPertamina
18025,1314962c-7a02-43e9-be2f-96d9ffe8ff8c,promonya kurang menarik apalagi diskonnya,5,2025-11-17 09:53:26,Other,Other,,,N,MyPertamina
18926,8b822539-70dd-4e0b-87a6-e407f28a5e9c,"mantap, tolong yg spbu di daerah jambi sampai sumbar byk mobil langsiran solar. permainan spbu sm sopir langsiran",5,2025-09-25 09:50:20,Other,Other,,,N,MyPertamina
15382,592b239c-3082-4bae-9d7a-54be5f9623eb,verifikasi di tolak mulu,1,2026-05-10 19:43:46,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
16850,92623ba9-f553-4ef1-9038-24ed0be45b8c,ada masuk,5,2026-01-28 15:03:06,Other,Other,,,N,MyPertamina
17559,964d806f-2459-4dd9-85e3-55d9ea25408c,"keluh kesah WNI, BUMN dikelola macam anak terbelakang, woii Pertamina menguasai hajat hidup orang banyak nyusahin orang banyak. kode otp baru masuk 2-3 jam an, barcode tak permanen , Webny pun forceclose muluk..hidup cuma sekali jadi WNI.",1,2025-12-11 00:27:43,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
17461,5bca80a6-b2a8-49f9-a105-cdbdae1e7ccd,"aplikasinya tidak jelas,sebelumnya sudah daftar dan ada barcode.setelah 2 bulan di blokir.",1,2025-12-15 13:33:38,Bug Report,Layanan Inti,,,N,MyPertamina
19306,8f68e2ad-a31d-4d3d-b1fc-a0fbdfe4e0a5,Perbaiki aplikasinya malu sama gaji gede aplikasi jelek aploud ktp gak masuk masuk,1,2025-08-23 22:26:39,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
15588,4dc034d3-ba11-4a08-addc-c9f4b2556d3c,apk gak berguna saya mau daftar untuk bisa menggunakan bbm subsidi tali gak bisa login karna tidak bisa masuk ke alamat email saya,1,2026-04-25 13:04:08,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
18801,f62e5818-0a77-4cc2-b068-fe343679e7e9,Dari semua keluhan sepertinya tidak ada tindak lanjut. Hanya dijawab oleh mesin. Jawabannya sama semua.,1,2025-10-01 22:25:41,Other,Other,,,N,MyPertamina
16591,127c5f49-fba6-4f8d-972d-9b68cd41f29f,aplikasi aneh murahan ga membantu rakyat bikin ribet. bayangkan pengguna adalah lansia umur 50 ke atas apa ta bingung ga ada otak pertamina,1,2026-02-17 19:49:37,Other,Other,,,N,MyPertamina
19468,6b59af7d-0ab1-47b0-95f6-60a629d27d5d,ambil foto stnk sulit banget sampa 20x ganti hp juga selalu ada tulisan akses kamera eror,1,2025-08-17 12:10:58,Bug Report,Layanan Inti,,,N,MyPertamina
18443,c5ac7615-9b1a-437b-9e5b-107fd608f026,"mau daftar kendaraan baru dipersulit, katanya nomer plat tidak sesuai, STNK tidak sesuai. reset kata sandi juga gak bisa. ganti kendaraan juga gak bisa. dan kadang² bayar pakai akun mypertamina di SPBU juga gak bisa.",1,2025-10-24 10:38:02,Bug Report,Layanan Inti,,,N,MyPertamina
15514,f5fdc2f8-566b-48f3-8947-fe9882d7707e,sistem kacau,1,2026-04-30 15:35:54,Other,Peforma Umum,,,Y,MyPertamina
18548,416cffc4-bc83-4df5-9ecd-f0b6e774572f,"masuk fitur subsidi tepat crash,,tolong diperbaiki,,belum bisa digunakan.",3,2025-10-16 07:44:22,Bug Report,Layanan Inti,,,N,MyPertamina
17789,bd299727-8b84-46cc-afec-0871ae1a655d,sangatlah baik,5,2025-11-29 20:15:03,Other,Other,,,N,MyPertamina
15041,fa535680-3d6c-4497-9449-983ea5877fe7,"Gameplay nya kurang,masih kaku",4,2026-06-11 12:16:24,Other,Other,,,N,MyPertamina
19229,95d1c8c2-1a6b-44ec-b7a1-be7d57e58f7a,aplikasi kok ribet amat,1,2025-08-28 21:29:41,Other,Other,,,N,MyPertamina
14879,7d59502b-2a75-4434-aa3c-a8db96eeb9f9,"Versi ini lebih baik dari sebelumnya. Terimakasih sudah diperbaiki. Namun, untuk maps atau lokasi SPBU masih belum akurat, bahkan banyak yang keliru atau bahkan salah alamat. Mohon diperbaiki kembali. Tk.",3,2026-06-23 21:07:10,Bug Report,Layanan Inti,,,N,MyPertamina
15066,7a834c10-2876-4659-9305-a706ab5a6ade,"Mohon perbaiki akurasi informasi ketersediaan BBM pada aplikasi MyPertamina. Beberapa kali saya mendatangi SPBU yang di aplikasi tercantum memiliki stok Biosolar, namun setelah tiba di lokasi ternyata stok tidak tersedia. Kondisi ini menyebabkan waktu, tenaga, dan biaya terbuang sia-sia. Saya berharap data stok BBM dapat diperbarui secara real-time atau lebih akurat agar pengguna dapat mengandalkan informasi yang diberikan aplikasi.",1,2026-06-10 08:25:26,Feature Request,Layanan Inti,,,N,MyPertamina
17462,9164d0ee-ab8b-4bf8-8198-bbc1ed979fe6,Aplikasi BAHLUL,1,2025-12-15 13:18:04,Other,Other,,,N,MyPertamina
17373,2d6a4999-b06c-4d67-a6dc-c1f81c4c43ff,sering error disaat darurat,1,2025-12-20 10:02:15,Bug Report,Peforma Umum,,,N,MyPertamina
15198,32227c3c-53bd-41ed-b2b0-4bb172c07079,percumah dowload bnyk gk ada tempat kusus buat apa dowload. alasan gk ada trus kurang orang. mengecewakan daerah jogja,1,2026-05-28 16:05:12,Other,Other,,,N,MyPertamina
16582,fcea8086-bdc2-4520-b2b3-f5a2baf26e56,"woi lah, beli pertalite hrs pake barcode, skrg bikin barcode susah bgt, gagal trs pdhl uplod KTP udh jelas bgt, apa²an sih ini heran!!",1,2026-02-18 17:07:53,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
19001,7645ee2e-ad83-4c8a-ae37-9e0974b6d41f,"KENAPA PROMO HANYA DIBERLAKUKAN PADA HARI TERTENTU, JUMLAH TERTENTU, DAN HARI TERTENTU!!! PELIT!!! MEDIT?!!!",2,2025-09-18 06:10:44,Other,Other,,,N,MyPertamina
15763,a7eedf28-e464-4a07-b7f8-1b7e7f00672e,"Bikin susah orang, ganti plat registrasi ulang repot",1,2026-04-21 12:16:31,Feature Request,Update Data,,,N,MyPertamina
15185,5ad644e5-f46b-41a2-9f39-55983214ba1f,"semoga dapat motor,aamiin",5,2026-05-29 21:42:57,Other,Other,,,N,MyPertamina
19182,b8b2acb2-5b6a-4c4a-b04b-9056cf398b04,tolong dong kenapa saya tidak bisa foto STNK udah berulangkali foto tapi keluar terus baru disuruh ulang dari awal sumpah saya cape sekali astaga😥😤,1,2025-09-02 15:13:13,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
17683,4ddf0561-9d1b-47ab-8a4e-261ae5320617,tolong gimana caranya memperbaharui barkot saya yang tidak dapat dibaca petugas SPBU,3,2025-12-05 11:05:37,Bug Report,Layanan Inti,,,Y,MyPertamina
16422,17b29db1-0a20-4546-9ed3-430c44f05af3,apk yg bs membantu kelancaran,5,2026-03-02 23:25:58,Other,Other,,,N,MyPertamina
14691,ef332521-8484-424b-8440-dcec72f6cba2,Terimakasih my pertamina pembayran jadi gak susah kalo gak pegang uang cash jadi mempermudah deh buat isi bensin dimana mana,5,2026-07-07 10:40:51,Other,Transaksi,,,N,MyPertamina
17055,25744869-4f02-4393-8681-69199248cab2,bobrok.,1,2026-01-09 12:33:46,Other,Other,,,N,MyPertamina
19250,ab9bc95f-cb2f-4ce3-9b66-1f78f67e0aa2,semuanya lebih simple,5,2025-08-27 10:58:30,Other,Other,,,N,MyPertamina
16431,051db0d6-32dd-444f-84de-3488424076a6,"aplikasi semakin bagus, tapi operator spbu kurang bagus. sudah beberapa kali membayar menggunakan aplikasi mypertamina tapi selalu ditolak, alasan pembayaran qris lemot/menggunakan aplikasi qris diluar aplikasi mypertamina. ingin nya setiap mengisi bensin bisa mengetahui berapa jumlah liter dan uang yang dikeluarkan, tapi selalu ditolak oleh pihak operator (ternyata masih lebih baik aplikasi shell). jika memang tidak mau/belum siap menggunakan aplikasi mohon dihapus dan kembali ke cash",4,2026-03-02 08:35:57,Other,Other,,,N,MyPertamina
15759,b19a7fd6-7bbf-40d0-8c0d-42367b059e8f,"kirim kode otp via email aja susah banget, payah!",1,2026-04-21 12:37:02,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
14405,ae4d7462-7a2a-42f2-8ee3-0e16cad7f766,mudah bgt,5,2026-07-31 15:20:46,Other,Other,,,N,MyPertamina
15274,107f1a05-4a57-4f91-bb45-e62c2144760b,sebaiknya setiap SPBU bisa ada cara seperti ini.. jd tidak hrs antri,5,2026-05-19 18:17:38,Feature Request,Layanan Inti,,,N,MyPertamina
16925,9e6ddfaa-2d6f-4d9a-ac91-c67c91b681ba,pembayaran mudah mudah susah,4,2026-01-22 08:48:56,Other,Transaksi,,,N,MyPertamina
18872,58838a5a-682e-4c29-8e00-0041922fb4a0,gak bisa registrasi,1,2025-09-29 18:16:25,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
17131,db5218bb-e56a-4be3-a1fa-3702adc3e46a,buat apa ada aplikasi ini kalo di spbunya aja mesih bilang belum bisa lucu 😂😂,1,2026-01-03 14:08:58,Other,Layanan Inti,,,N,MyPertamina
14550,cf1628f6-8e17-4c9b-b038-853b8513c618,DIKIT DIKIT UPDATE GAJELAS,1,2026-07-20 08:29:38,Other,Peforma Umum,,,N,MyPertamina
14807,f24a0e6d-b88d-4a77-9738-32a471c32742,sangat berguna dan bermanfaat,5,2026-06-28 02:55:15,Other,Other,,,N,MyPertamina
15329,c6061d8d-3d3a-4b47-9784-36723c17bb86,kk kok saya pengajuan keluhan jaringan selalu tidak bisa padahal jaringan data full,2,2026-05-15 12:46:42,Bug Report,Peforma Umum,,,N,MyPertamina
16779,49825f9e-3c59-427f-9728-65f9fbc44a7f,"ini gimana sih sistem kok mempersulit masyarakat, udah 10x saya daftar gagal terus dengan alasan stnk tidak sesuai, padahal foto udah jelas banget. tolong perbaiki lagi sistemnya, atau sekalian aja hapus my pertamina",1,2026-02-02 23:32:52,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
15904,5349665a-45ec-4263-ac00-ff60f320562d,menu penukaran poin merchandise sekarang tidak ada..kpan mulai ada lgi?yg lebih menarik lagi.,4,2026-04-14 16:23:48,Feature Request,Layanan Inti,,,N,MyPertamina
15753,61f481f6-4146-4033-966e-e1682557ab25,"OTP kenapa tidak dikirim via wa ya,sudah 5x tidak dikirim juga",1,2026-04-21 13:21:48,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
18153,ec6423ac-06e8-4a6a-828a-fd37c432b002,susah amat njir beli pertalite di negeri Konoha,1,2025-11-09 17:58:08,Other,Layanan Inti,,,N,MyPertamina
18134,5985ceb4-ce6f-4423-bdbf-3e5578b1a4a1,"Terlalu ribet dan bertele tele, cuma pertamina aja pembayaran QR harus minimal 50rb untuk isi bensin motor, kalau mobil okelah ya... masalahnya motor gue isi 50rb luber kemana mana. take down aja pertamina.",1,2025-11-10 19:43:05,Feature Request,Transaksi,,,N,MyPertamina
19235,0c9f52da-720b-4e85-8722-887cfb4eec15,mantappp sukses dan majubterus Pertamina,5,2025-08-28 10:55:32,Other,Other,,,N,MyPertamina
